StudentID,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,Salary Package,IsAnomaly,PlacementStatus,Embedding_Gender_1,Embedding_Gender_2,Embedding_Gender_3,Embedding_City_1,Embedding_City_2,Embedding_City_3,Embedding_CollegeTier_1,Embedding_CollegeTier_2,Embedding_CollegeTier_3,Embedding_Stream_1,Embedding_Stream_2,Embedding_Stream_3,Embedding_Specialisation_1,Embedding_Specialisation_2,Embedding_Specialisation_3,Embedding_Hostel_1,Embedding_Hostel_2,Embedding_Hostel_3,Embedding_HistoryOfBacklogs_1,Embedding_HistoryOfBacklogs_2,Embedding_HistoryOfBacklogs_3,Embedding_CGPA_Tier_1,Embedding_CGPA_Tier_2,Embedding_CGPA_Tier_3
663,7.17,7.3,6.57,6.61,6.7,6.89,6.5,6.98,6.92,78.2,1,1,3.0,1,0,61.4,2.9,57.41127296699558,48.3,0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
664,7.24,7.46,7.66,7.29,7.26,7.58,7.8,7.58,7.44,85.8,2,2,4.0,3,1,63.0,2.8,77.3,54.5,1,8.18,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
665,10.0,9.74,10.0,9.7,10.0,9.95,10.0,10.0,9.99,78.8,1,3,2.0,3,1,71.0,4.1,74.3,80.8,1,25.34,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
666,7.22,7.39,7.16,7.1,7.19,8.18,7.51,7.29,7.38,73.9,2,4,1.8044691509931448,3,2,91.1,3.1542109566639414,77.8,89.1,0,8.49,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
667,8.17,7.42,8.15,8.41,8.04,7.71,7.82,8.58,8.24,92.3,2,4,3.0,4,1,86.4,4.8,88.3,55.40852962724507,1,18.18,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
668,7.46,7.42,7.26,8.15,8.11,7.91,8.16,8.04,7.74,100.0,2,3,2.0,3,2,91.9,3.1542109566639414,83.9,80.8,1,8.54,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
669,7.75,7.43,7.78,7.97,8.42,7.85,8.25,8.43,8.15,85.3,3,4,3.0,3,1,94.7,5.0,74.4,90.3,0,18.98,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
670,10.0,9.91,10.0,10.0,10.0,10.0,10.0,10.0,9.97,99.0,1,3,3.0,4,1,91.7,3.7,79.7,91.2,1,25.27,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
671,8.27,8.33,8.21,7.72,8.47,8.45,8.59,8.5,8.31,94.2,2,3,3.0,3,1,84.0,4.0,63.9,86.4,0,18.52,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
672,4.23,4.09,4.0,4.0,4.0,4.0,4.11,4.03,4.18,56.3,0,0,0.0,0,0,43.2,2.1,27.9,55.40852962724507,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
673,7.74,8.27,8.39,7.97,8.01,8.55,8.61,8.17,8.14,96.4,3,3,3.0,4,1,86.6,4.4,89.3,55.40852962724507,1,18.87,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
674,8.25,7.65,6.74,7.42,7.22,7.33,7.38,7.46,7.5,80.6,2,1,2.0,3,0,60.7,3.1542109566639414,71.2,48.8,1,8.11,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
675,7.39,7.6,8.21,7.4,7.26,7.93,7.58,7.67,7.66,71.4,1,2,2.0,2,1,69.1,2.7,49.2,47.4,0,8.35,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
676,5.48,5.23,5.34,5.61,5.13,5.27,5.54,5.14,5.23,62.6,0,1,0.0,0,0,47.8,2.1,27.9,36.1,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
677,6.9,7.27,7.72,7.78,7.61,7.81,8.14,7.81,7.62,89.2,0,4,3.0,3,1,70.9,3.7,90.4,75.8,0,8.08,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
678,8.09,8.19,8.43,8.17,8.71,7.97,7.89,7.82,8.18,71.6,1,2,1.8044691509931448,2,1,85.2,2.6,52.1,55.4,1,18.04,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
679,5.84,5.99,5.57,5.29,5.55,4.84,5.03,4.79,5.24,71.4,0,1,1.0,0,0,44.8,2.5,29.2,28.5,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
680,7.25,7.63,7.52,7.23,7.63,6.92,7.03,6.6,7.2,59.1,0,1,1.0,1,0,52.5,2.0,18.5,35.1,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
681,5.36,4.74,4.35,4.63,4.14,4.39,4.6,4.53,4.59,60.1,1,0,0.0,1,0,43.0,1.7,26.4,55.40852962724507,0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
682,8.2,7.88,7.96,8.47,8.04,8.9,8.41,8.65,8.33,91.6,2,4,2.0,3,1,91.1,4.0,88.3,65.6,1,22.73,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
683,8.56,8.76,8.71,8.27,8.86,8.88,9.14,8.95,8.72,85.7,2,4,3.0,4,1,75.0,3.5,83.8,86.2,0,18.18,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
684,7.6,7.5,6.75,7.4,7.01,6.65,6.95,7.14,7.25,73.9,1,1,1.0,1,0,65.6,3.2,62.3,56.9,0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
685,7.43,6.66,7.28,6.78,6.97,6.32,6.22,6.74,6.87,69.5,0,0,0.0,1,0,43.7,1.9,22.3,27.3,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
686,7.78,7.68,7.41,7.44,7.53,7.44,7.39,7.12,7.42,85.9,1,1,2.0,1,1,71.4,3.2,64.8,50.9,1,8.28,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
687,6.81,6.5,6.95,6.71,6.53,6.62,6.7,6.65,6.71,77.4,1,1,1.0,2,0,70.0,3.6,40.3,53.5,1,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
688,8.11,7.9,8.29,8.25,8.18,8.53,8.65,8.02,8.16,90.7,1,5,2.0,4,2,75.2,3.1542109566639414,60.6,70.0,0,18.2,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
689,6.02,6.24,6.88,6.66,6.7,6.72,6.41,6.02,6.44,81.9,2,2,1.0,2,0,66.5,3.7,58.9,55.0,0,3.39,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
690,8.36,7.81,8.22,8.46,8.25,8.75,8.35,9.03,8.52,88.7,2,4,3.0,2,1,65.8,3.8,87.5,75.0,1,22.06,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
691,9.9,9.57,9.69,10.0,9.82,9.63,9.42,10.0,9.77,86.3,2,4,2.0,3,1,76.3,4.1,88.4,81.7,1,25.5,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
692,5.79,6.11,5.53,6.05,6.46,6.4,5.33,6.27,5.92,66.8,1,3,1.0,1,1,83.9,2.5,60.8,50.0,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
693,6.12,6.1,6.82,6.44,6.62,6.49,6.86,5.88,6.27,80.4,0,2,2.0,1,1,79.4,3.1,55.4,47.1,1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
694,9.14,8.61,8.74,8.64,8.54,8.98,9.14,9.17,8.82,85.1,1,2,3.0,2,1,74.8,3.4,98.6,70.3,0,18.1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
695,6.86,6.88,7.21,7.26,7.12,7.32,7.83,7.45,7.28,85.1,2,3,1.8044691509931448,3,2,100.0,4.0,80.2,68.8,0,12.58,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
696,6.58,6.0,6.35,6.06,6.61,6.77,6.65,6.44,6.29,82.9,1,2,2.0,2,1,68.85926127341149,3.0,53.5,51.2,1,0.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
697,7.74,8.71,8.98,9.13,8.16,8.14,8.05,8.55,8.45,94.8,2,2,3.0,3,2,77.6,3.5,67.8,84.1,1,22.5,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
698,7.29,6.65,7.0,7.33,6.35,6.96,6.98,6.81,6.85,74.1,1,2,2.0,2,0,59.3,3.4,61.2,57.6,0,8.42,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
699,7.54,7.77,8.39,7.99,7.61,8.02,8.35,8.63,8.08,100.0,2,3,3.0,4,1,75.1,4.5,57.41127296699558,55.40852962724507,1,18.14,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
700,8.07,7.65,8.2,7.98,8.14,8.46,8.39,8.1,8.13,67.6,0,2,2.0,2,1,69.2,3.4,52.9,54.2,0,18.73,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
701,6.66,6.8,6.93,6.59,6.71,6.45,6.47,6.67,6.58,77.6,1,2,3.0,2,1,69.4,3.1,49.8,43.8,1,8.63,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
702,9.07,9.26,9.21,9.53,8.97,10.0,9.51,9.56,9.46,100.0,2,2,1.8044691509931448,3,1,77.1,3.9,72.3,77.0,1,25.51,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
703,8.87,8.55,8.97,8.82,9.02,8.82,9.03,8.96,8.89,75.2,1,4,3.0,4,1,70.8,4.0,57.41127296699558,75.4,1,18.27,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
704,9.82,9.72,10.0,10.0,9.55,10.0,10.0,9.6,9.95,100.0,2,4,3.0,3,2,100.0,4.3,99.5,80.1,0,18.42,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
705,7.31,7.67,7.58,7.63,7.91,7.9,8.01,8.12,7.62,83.5,1,3,3.0,2,2,78.5,4.2,80.7,55.40852962724507,0,12.47,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
706,6.64,6.02,6.35,5.93,6.1,5.76,6.12,5.87,5.9,56.7,0,0,0.0,0,0,38.8,2.1,31.7,27.0,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
707,7.38,8.59,8.08,8.7,8.7,8.98,8.74,8.94,8.45,79.3,1,3,3.0,3,2,84.4,4.6,82.1,71.5,1,22.86,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
708,4.93,5.69,5.38,5.12,4.72,5.36,4.91,4.76,5.05,74.0,0,1,1.0,1,0,52.2,2.2,57.41127296699558,35.5,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
709,7.13,6.82,7.35,7.13,7.42,7.06,7.79,7.36,7.09,99.9,1,5,2.0,3,2,88.1,5.0,78.1,69.6,1,8.33,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
710,6.88,6.76,6.07,6.81,7.0,6.35,6.39,6.99,6.66,75.2,1,2,1.8044691509931448,1,0,85.2,3.1542109566639414,59.9,55.40852962724507,0,8.93,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
711,6.93,6.41,6.92,6.96,6.96,6.69,6.76,6.96,6.95,64.4,0,2,1.0,1,0,61.2,3.1,55.9,48.4,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
712,6.14,6.43,7.32,6.96,7.23,7.76,7.3,7.54,7.14,79.1,0,2,1.0,3,0,69.8,2.8,51.8,56.7,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
713,8.8,8.77,8.34,9.25,8.68,8.49,8.9,9.47,8.93,74.7,1,2,1.0,2,1,68.6,3.5,61.6,66.9,0,18.84,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
714,6.84,6.5,7.44,6.96,7.09,6.7,6.46,6.91,6.71,67.5,1,3,1.0,1,1,72.2,3.7,57.1,51.2,0,8.92,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
715,8.09,8.09,8.26,8.72,8.69,8.64,8.67,9.08,8.58,95.2,2,3,3.0,4,2,83.9,3.8,71.1,67.0,0,18.88,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
716,5.89,6.0,5.73,5.59,5.48,6.35,5.48,4.91,5.61,65.6,0,1,1.0,0,0,53.7,1.6,27.8,32.6,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
717,5.45,5.37,5.65,4.71,5.05,5.31,5.45,5.27,5.42,65.4,0,0,0.0,1,0,68.85926127341149,2.2,32.0,30.1,1,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
718,5.59,6.0,4.81,5.38,5.09,5.71,5.35,5.49,5.49,51.7,0,0,0.0,0,1,41.3,2.4,28.7,31.2,1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
719,6.59,6.67,6.85,7.02,6.45,6.74,6.78,6.99,6.76,93.5,3,3,3.0,3,1,88.9,4.3,82.0,72.9,0,8.01,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
720,7.6,8.03,7.98,8.04,7.83,7.74,7.84,7.75,7.75,69.6,1,2,2.0,2,0,64.1,3.2,61.1,54.9,0,8.52,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
721,6.46,6.18,6.35,6.17,6.19,5.67,6.35,5.53,6.02,66.7,0,0,0.0,0,0,48.3,2.0,29.6,25.5,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
722,9.05,9.07,9.12,9.01,9.24,9.29,9.29,9.85,9.27,89.3,2,4,3.0,2,1,70.2,4.6,80.0,69.8,1,25.38,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
723,8.63,8.54,8.5,8.5,8.56,8.85,9.08,8.64,8.65,87.5,1,3,1.8044691509931448,3,2,73.6,4.1,80.0,88.8,0,18.32,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
724,7.65,7.16,7.37,7.47,7.61,7.28,7.41,7.89,7.66,76.4,1,1,2.0,2,0,71.0,3.9,49.7,47.3,1,8.5,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
725,7.38,7.14,7.16,7.4,7.31,6.72,7.29,7.46,7.14,65.3,1,1,2.0,2,1,65.7,1.9,57.0,52.0,0,8.5,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
726,7.89,8.19,7.88,7.29,8.36,8.29,8.06,7.49,7.89,59.8,1,1,1.0,0,1,41.7,1.9,36.5,34.1,0,0.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
727,8.52,8.74,8.36,9.23,8.74,8.54,8.37,8.6,8.77,92.8,2,3,4.0,3,1,69.9,4.3,74.0,79.5,0,18.95,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
728,5.98,5.96,5.29,6.02,6.17,5.76,5.98,5.79,5.81,75.6,1,1,2.0,2,0,67.1,4.4,65.4,53.3,1,5.69,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
729,10.0,9.27,9.54,10.0,9.61,9.22,10.0,9.82,9.75,81.0,2,3,3.0,3,1,96.3,4.7,88.1,77.2,1,25.99,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
730,8.81,9.39,8.03,9.22,8.68,8.57,9.4,9.07,9.73,88.1,3,5,3.0,4,1,99.8,3.8,99.5,86.8,1,25.82,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
731,7.28,6.63,6.92,6.91,7.02,7.04,6.86,6.97,7.07,85.2,3,3,3.0,4,1,91.1,4.7,93.4,100.0,1,8.8,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
732,6.94,6.35,6.6,6.49,6.76,6.37,6.38,6.71,6.6,64.4,0,1,1.0,1,0,44.4,1.5,28.0,24.1,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
733,8.05,8.04,7.35,7.02,7.94,7.92,7.52,8.16,7.77,74.8,1,2,1.0,1,1,78.5,2.6,59.6,41.4,0,8.46,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
734,5.24,5.28,4.67,5.61,4.78,4.62,4.51,5.09,4.99,69.7,1,2,1.0,2,1,73.3,2.8,62.2,55.40852962724507,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
735,5.56,5.78,6.3,5.69,5.76,5.98,5.74,6.35,5.94,70.2,0,1,2.0,1,1,66.8,3.2,57.4,54.3,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
736,5.48,5.74,5.34,5.17,5.72,5.87,5.33,5.45,5.5,72.3,0,1,1.0,1,0,55.8,1.2,25.5,34.0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
737,6.13,6.72,6.79,6.02,6.51,6.48,6.92,6.77,6.68,68.2,1,1,2.0,1,0,69.3,2.3,56.4,42.5,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
738,7.28,7.22,6.74,6.75,6.52,6.92,6.18,7.36,6.86,63.3,0,0,1.0,0,0,53.5,2.0,28.4,27.4,1,0.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
