StudentID,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,Salary Package,IsAnomaly,PlacementStatus,Target_Gender,Target_City,Target_CollegeTier,Target_Stream,Target_Specialisation,Target_Hostel,Target_HistoryOfBacklogs,Target_CGPA_Tier
1074,8.5,8.84,8.87,8.76,8.61,9.04,9.14,9.08,8.9,83.0,1,3,2.0,4,1,81.5,2.8,98.7,70.5,1,18.1,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6563886424134872,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936575
1075,4.88,4.55,4.54,4.48,4.0,4.18,4.63,4.05,4.46,62.1,0,0,0.0,0,0,35.5,1.8,29.3,27.8,0,0.0,0,0,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.20313153648479054
1076,8.23,8.29,8.31,7.48,8.45,8.09,8.69,8.41,8.41,79.0,2,1,1.0,1,1,61.6,4.4,52.1,56.5,1,22.66,0,1,0.6553077968490462,0.6616339540345579,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936575
1077,5.15,5.66,5.53,5.61,5.15,5.62,5.58,5.36,5.42,76.9,1,2,1.0,2,0,72.2,2.9,37.4,56.0,0,0.0,0,0,0.6553077968490462,0.6591515870661525,0.3018718274111675,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.20313153648479054
1078,6.27,6.85,6.08,7.0,6.41,6.53,6.81,6.55,6.4,70.9,1,2,1.0,0,1,66.2,3.4,53.9,54.9,1,0.0,0,0,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6486231313926043,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.20313153648479054
1079,9.66,9.82,10.0,9.98,9.43,10.0,9.84,10.0,9.95,80.1,1,3,2.0,3,1,87.1,3.4,84.1,72.7,1,25.55,0,1,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6553895987043369,0.30229493795981116,0.9910676817936575
1080,7.12,6.98,6.83,6.85,7.22,6.32,6.62,5.97,6.72,56.7,1,0,0.0,1,1,43.8,1.8,24.9,35.0,1,0.0,0,0,0.6553077968490462,0.6616339540345579,0.3018718274111675,0.6563886424134872,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
1081,6.1,6.28,6.12,6.41,6.59,6.31,6.81,5.87,6.35,76.5,1,2,2.0,1,0,71.3,3.4,56.8,54.9,1,0.0,0,0,0.6583148043673049,0.6506528701650652,0.3018718274111675,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.30229493795981116,0.20313153648479054
1082,10.0,10.0,9.79,9.99,10.0,10.0,9.96,10.0,10.0,86.7,2,5,2.0,4,0,81.6,3.5,73.4,79.8,1,25.48,0,1,0.6553077968490462,0.661128903122498,0.9081480429068693,0.651540003644979,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936575
1083,7.72,7.8,7.57,7.64,7.19,7.88,8.43,7.56,7.54,80.6,1,2,1.0,1,1,72.5,3.4,43.0,45.6,1,8.72,0,1,0.6583148043673049,0.6553480475382003,0.9081480429068693,0.6487879142756763,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
1084,6.03,5.95,5.21,5.52,5.93,5.74,5.43,5.47,5.65,57.5,0,1,0.0,1,0,68.85926127341149,2.0,28.3,31.5,0,0.0,0,0,0.6553077968490462,0.6529160739687055,0.6976624490671242,0.6563886424134872,0.6584004959702418,0.6592842673869007,0.30229493795981116,0.20313153648479054
1085,5.0,5.29,5.3,5.14,5.13,4.97,4.68,4.95,4.95,64.4,0,1,0.0,0,0,48.9,1.7,33.8,35.7,1,0.0,0,0,0.6553077968490462,0.6616339540345579,0.3018718274111675,0.6487879142756763,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.20313153648479054
1086,5.81,5.3,5.37,5.84,6.04,5.31,5.84,5.69,5.73,71.7,1,2,1.8044691509931448,2,1,68.0,3.1542109566639414,60.3,58.4,1,0.0,0,0,0.6553077968490462,0.6616339540345579,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.20313153648479054
1087,6.77,6.97,7.43,6.83,7.2,7.06,7.51,7.0,7.16,77.3,1,2,2.0,2,0,68.85926127341149,3.3,60.5,47.4,0,8.63,0,1,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.651540003644979,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
1088,8.0,8.0,7.28,7.87,8.01,8.03,7.72,8.11,7.88,87.6,2,5,3.0,3,2,88.4,3.8,57.41127296699558,81.2,1,8.04,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
1089,5.47,4.78,4.97,5.3,4.81,4.83,5.12,5.06,5.09,56.4,0,0,1.0,0,0,49.7,2.3,34.5,26.3,1,0.0,0,0,0.6583148043673049,0.6529160739687055,0.3018718274111675,0.6486231313926043,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.20313153648479054
1090,7.19,7.35,7.6,7.19,7.54,8.23,7.97,8.34,7.62,85.5,2,4,4.0,2,2,88.2,4.3,74.0,68.3,1,8.8,0,1,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
1091,5.44,5.02,4.71,4.95,4.52,4.95,4.76,4.92,4.94,61.0,0,1,1.0,0,0,48.4,2.5,24.6,35.0,1,0.0,0,0,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.20313153648479054
1092,6.66,6.9,6.75,7.18,7.38,7.04,6.91,7.01,6.83,66.6,1,2,1.0,3,0,67.6,3.2,56.3,48.2,1,8.59,0,1,0.6553077968490462,0.6616339540345579,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
1093,8.39,7.83,8.25,8.04,8.13,8.18,8.13,7.66,8.02,83.2,1,2,1.8044691509931448,1,1,67.7,3.1,60.2,40.8,1,18.47,0,1,0.6583148043673049,0.6597051597051597,0.9081480429068693,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936575
1094,5.89,6.37,6.43,6.49,6.59,6.25,6.47,6.51,6.48,83.0,0,2,1.0,2,1,65.5,3.7,60.4,64.1,1,6.37,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.20313153648479054
1095,6.73,7.15,7.03,6.39,6.18,6.9,6.89,7.42,6.78,95.3,1,3,3.0,2,2,88.2,2.9,70.6,56.4,1,8.17,0,1,0.6583148043673049,0.6553480475382003,0.9081480429068693,0.651540003644979,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
1096,9.42,9.4,9.4,9.83,9.55,9.33,9.15,9.68,9.38,91.1,2,4,1.0,4,1,76.9,3.9,59.5,55.40852962724507,1,18.37,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936575
1097,7.84,8.3,7.92,7.52,7.85,8.27,8.32,7.97,8.1,96.0,1,3,2.0,4,2,83.0,3.8,72.1,72.8,1,22.29,0,1,0.6583148043673049,0.6591515870661525,0.9081480429068693,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936575
1098,7.79,8.5,8.45,7.86,7.79,8.85,8.51,7.79,8.33,95.4,3,3,2.0,2,1,76.1,3.5,86.7,97.5,1,22.73,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068693,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936575
1099,5.45,5.04,5.87,6.08,6.01,5.47,6.06,5.67,5.66,70.1,1,2,1.0,2,1,67.5,2.8,64.5,57.3,1,0.0,0,0,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.20313153648479054
1100,7.41,7.67,7.3,7.39,7.58,8.09,7.45,7.73,7.55,87.7,1,2,2.0,2,1,70.4,3.1542109566639414,54.3,43.5,0,8.44,0,1,0.6583148043673049,0.6506528701650652,0.9081480429068693,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
1101,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,75.9,2,3,2.0,3,2,82.5,4.5,90.8,66.5,1,25.35,0,1,0.6553077968490462,0.6597051597051597,0.9081480429068693,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936575
1102,5.72,5.98,5.46,5.67,5.44,5.48,5.51,5.15,5.53,62.1,0,0,0.0,0,0,54.4,2.1,26.0,32.2,0,0.0,0,0,0.6553077968490462,0.6609427609427609,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.30229493795981116,0.20313153648479054
1103,5.24,5.56,5.48,5.2,5.48,5.54,4.64,5.25,5.46,67.1,0,1,1.0,0,0,52.6,3.1542109566639414,32.6,21.7,0,0.0,0,0,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.20313153648479054
1104,6.39,6.58,6.73,6.48,6.52,6.29,6.12,6.59,6.29,65.7,0,1,1.0,1,0,51.6,1.3,26.5,32.2,0,0.0,0,0,0.6553077968490462,0.6609427609427609,0.3018718274111675,0.651540003644979,0.6563831350080799,0.6553895987043369,0.30229493795981116,0.20313153648479054
1105,7.31,7.73,7.6,7.28,7.08,6.79,7.46,7.15,7.15,53.3,0,1,0.0,0,0,47.3,3.1542109566639414,30.1,28.9,0,0.0,0,0,0.6583148043673049,0.6467799288818649,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
1106,9.21,9.31,9.39,9.2,9.34,9.64,9.88,9.76,9.63,100.0,3,5,3.0,3,1,79.8,4.0,63.0,86.6,1,25.81,0,1,0.6553077968490462,0.6529160739687055,0.9081480429068693,0.6563886424134872,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936575
1107,5.19,5.47,5.99,5.05,5.68,4.88,5.19,5.18,5.42,66.9,1,2,2.0,2,1,66.5,2.9,62.1,49.6,0,0.0,0,0,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.20313153648479054
1108,6.53,5.89,6.49,6.78,6.64,6.49,6.62,6.42,6.7,67.9,1,2,1.0,2,0,70.9,3.1,50.2,50.9,1,8.22,0,1,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
1109,6.67,6.99,6.63,6.95,7.1,6.73,6.44,6.99,6.9,82.5,1,2,1.0,2,0,68.2,2.9,49.8,53.7,1,9.58,0,1,0.6583148043673049,0.6609427609427609,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
1110,9.17,8.7,8.6,9.15,8.97,9.76,8.95,8.83,9.01,77.7,2,3,3.0,4,2,72.6,5.0,77.6,75.6,1,25.17,0,1,0.6553077968490462,0.6609427609427609,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936575
1111,5.28,5.13,5.12,5.16,4.75,4.82,4.61,4.4,4.91,55.6,0,1,0.0,0,0,52.8,1.5,29.7,32.3,1,0.0,0,0,0.6553077968490462,0.6553480475382003,0.3018718274111675,0.6563886424134872,0.6622787899921542,0.6592842673869007,0.30229493795981116,0.20313153648479054
1112,9.71,9.56,9.57,8.93,9.54,9.87,9.61,10.0,9.6,89.7,1,4,2.0,4,1,73.9,4.6,84.5,80.4,1,25.12,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068693,0.651540003644979,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936575
1113,9.88,10.0,9.87,10.0,10.0,10.0,9.97,10.0,9.85,83.1,1,2,3.0,3,2,74.8,4.5,80.6,67.8,1,25.23,0,1,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936575
1114,8.1,7.39,7.77,7.25,7.9,7.88,7.79,7.97,7.64,67.7,2,2,1.0,2,1,71.4,2.6,47.9,50.3,0,8.75,0,1,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6563886424134872,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
1115,5.33,5.14,5.42,4.85,5.42,5.47,5.48,5.05,5.12,74.1,1,2,2.0,2,0,67.9,3.1542109566639414,47.2,53.1,1,0.0,0,0,0.6553077968490462,0.6597051597051597,0.6976624490671242,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.30229493795981116,0.20313153648479054
1116,7.07,6.6,6.73,7.17,6.6,6.99,6.45,6.39,6.67,64.8,1,1,2.0,2,0,60.3,3.3,66.0,39.4,0,0.0,0,0,0.6553077968490462,0.6529160739687055,0.6976624490671242,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.30229493795981116,0.7792716749065477
1117,6.6,6.02,6.62,6.5,6.93,6.54,6.49,6.42,6.5,86.2,2,4,3.0,1,1,66.6,3.1542109566639414,80.6,81.8,1,5.91,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068693,0.6563886424134872,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.20313153648479054
1118,4.24,4.67,4.25,4.26,4.03,4.15,4.03,4.0,4.26,57.1,0,1,1.0,0,0,43.6,1.1,29.3,37.5,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.20313153648479054
1119,7.53,7.77,8.27,7.76,7.33,7.67,8.78,8.45,7.97,70.3,2,3,2.0,2,2,68.85926127341149,3.5,74.8,72.9,1,8.03,0,1,0.6583148043673049,0.6591515870661525,0.6976624490671242,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
1120,8.18,7.73,7.99,8.29,8.94,8.12,8.18,8.71,8.46,86.2,2,3,2.0,3,1,100.0,4.2,83.3,77.9,1,22.02,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068693,0.6487879142756763,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936575
1121,6.12,5.5,5.91,5.79,6.24,5.98,6.05,5.83,6.02,63.6,0,1,0.0,0,0,46.1,1.5,29.0,28.1,0,0.0,0,0,0.6553077968490462,0.6553480475382003,0.3018718274111675,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.20313153648479054
1122,6.26,6.56,6.26,5.83,6.45,6.05,6.63,5.8,6.32,56.1,0,0,0.0,0,0,48.9,1.7,32.1,31.9,0,0.0,0,0,0.6553077968490462,0.6605866403746611,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.20313153648479054
1123,5.61,5.83,5.83,4.91,5.63,5.65,5.86,5.25,5.34,59.6,0,1,1.0,1,0,57.6,1.5,29.6,27.4,0,0.0,0,0,0.6553077968490462,0.6605866403746611,0.3018718274111675,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.20313153648479054
1124,4.64,4.19,4.03,4.24,4.0,4.0,4.0,4.0,4.0,63.4,0,0,1.0,0,0,68.85926127341149,1.5,29.6,30.3,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.30229493795981116,0.20313153648479054
1125,6.63,7.17,6.75,6.6,7.56,7.02,7.42,6.92,6.91,73.7,1,2,2.0,1,1,62.0,3.1542109566639414,57.5,52.1,1,9.11,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
1126,5.45,5.83,5.6,6.05,6.11,5.92,5.83,6.16,5.81,71.0,1,2,1.0,1,1,69.6,2.4,53.8,40.2,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.20313153648479054
1127,7.29,6.8,8.0,7.44,7.2,7.2,6.82,7.57,7.31,100.0,1,4,3.0,4,2,86.9,4.2,88.4,67.2,0,8.3,0,1,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.651540003644979,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
1128,6.39,6.95,6.85,6.52,7.09,6.66,6.41,6.65,6.51,70.6,1,3,2.0,2,1,70.4,3.1,45.1,43.7,0,0.0,0,0,0.6553077968490462,0.6597051597051597,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
1129,7.93,8.04,8.02,8.04,8.16,8.13,8.05,7.96,7.98,76.5,1,2,2.0,3,0,60.9,2.7,57.41127296699558,60.9,0,12.78,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
1130,7.69,7.66,7.72,8.64,8.37,8.09,8.78,8.34,8.3,85.5,2,4,1.8044691509931448,4,2,76.3,3.6,79.7,81.4,1,22.11,0,1,0.6553077968490462,0.6591515870661525,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936575
1131,6.55,6.99,5.48,6.5,6.38,6.86,5.87,6.44,6.62,82.6,1,1,1.0,1,1,67.3,3.0,42.0,45.1,1,0.0,0,0,0.6583148043673049,0.6467799288818649,0.9081480429068693,0.6486231313926043,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
1132,6.68,6.64,6.76,6.93,7.29,6.88,6.96,6.9,6.89,83.9,1,2,1.0,1,0,79.1,3.6,74.2,53.5,1,8.87,0,1,0.6553077968490462,0.6506528701650652,0.3018718274111675,0.6532128154644711,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.7792716749065477
1133,6.71,6.04,7.08,6.52,6.37,7.06,6.48,6.3,6.64,99.1,2,4,1.8044691509931448,3,0,90.4,3.5,76.6,84.5,1,10.63,0,1,0.6583148043673049,0.6591515870661525,0.9081480429068693,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
1134,9.82,9.43,9.73,10.0,9.6,10.0,10.0,9.68,9.99,81.1,2,2,3.0,2,1,90.9,3.3,98.5,66.4,1,25.27,0,1,0.6583148043673049,0.661128903122498,0.9081480429068693,0.6486231313926043,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936575
1135,7.93,8.18,8.16,7.97,8.31,7.72,8.13,8.35,8.17,75.7,1,2,1.0,2,0,68.85926127341149,3.2,57.41127296699558,58.3,0,18.42,0,1,0.6553077968490462,0.6553480475382003,0.3018718274111675,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936575
1136,7.29,7.41,7.55,7.63,7.77,7.35,8.62,8.32,7.74,92.5,1,5,2.0,4,1,94.4,4.6,68.3,72.0,0,8.46,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
1137,4.55,4.48,4.7,4.85,4.51,4.09,4.41,4.22,4.4,62.1,0,0,0.0,0,0,50.7,1.2,18.2,33.2,0,0.0,0,0,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.651540003644979,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.20313153648479054
1138,6.51,6.6,6.62,6.44,6.76,6.7,6.9,6.92,6.64,69.2,0,1,1.0,2,0,70.4,3.9,50.0,55.40852962724507,1,0.0,0,0,0.6553077968490462,0.6605866403746611,0.3018718274111675,0.6487879142756763,0.6622787899921542,0.6553895987043369,0.30229493795981116,0.7792716749065477
1139,8.2,8.54,8.74,8.81,8.5,8.25,8.11,8.71,8.33,85.4,1,2,2.0,1,1,68.85926127341149,3.8,56.6,59.0,0,18.36,0,1,0.6583148043673049,0.6506528701650652,0.3018718274111675,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936575
1140,5.53,5.29,5.83,5.1,5.51,5.08,5.29,5.39,5.41,84.7,1,1,2.0,2,1,74.1,3.9,46.7,55.40852962724507,1,0.0,0,0,0.6583148043673049,0.6553480475382003,0.9081480429068693,0.6716653512233622,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.20313153648479054
1141,6.12,5.66,5.29,5.58,5.43,5.26,6.05,5.75,5.58,55.5,0,0,1.0,0,1,53.6,1.0,22.1,24.9,1,0.0,0,0,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.20313153648479054
1142,8.56,8.25,8.48,9.06,9.3,8.86,9.38,9.69,8.94,87.1,2,3,2.0,4,2,85.6,3.4,69.5,71.8,1,22.35,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6553895987043369,0.30229493795981116,0.9910676817936575
1143,6.94,7.02,6.76,7.33,6.95,7.47,5.92,6.66,6.91,80.8,1,1,1.0,1,1,68.85926127341149,2.1,64.3,56.5,1,12.34,0,1,0.6583148043673049,0.6529160739687055,0.9081480429068693,0.6563886424134872,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
1144,7.97,7.95,7.69,8.15,7.48,8.16,8.22,7.65,7.72,76.4,1,2,1.0,2,0,67.2,3.2,50.7,49.2,1,8.01,0,1,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
1145,8.34,8.15,8.5,8.82,8.67,8.5,8.83,8.93,8.57,97.8,2,2,3.0,3,2,92.0,4.3,80.6,55.40852962724507,0,18.28,0,1,0.6553077968490462,0.6529160739687055,0.9081480429068693,0.651540003644979,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936575
1146,4.99,5.23,4.72,4.95,4.83,4.93,4.97,4.92,4.96,58.4,1,1,1.0,1,0,52.2,2.7,26.0,27.1,1,0.0,0,0,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6486231313926043,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.20313153648479054
1147,5.6,6.24,5.8,6.26,6.31,6.73,6.21,7.12,6.42,85.2,2,2,2.0,2,0,72.5,2.5,60.9,57.5,1,6.2,0,1,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.651540003644979,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.20313153648479054
1148,6.27,6.99,6.68,6.33,6.45,7.11,7.43,6.92,6.82,77.9,0,2,1.8044691509931448,2,1,69.9,2.7,57.41127296699558,49.7,0,0.0,0,0,0.6553077968490462,0.6616339540345579,0.6976624490671242,0.651540003644979,0.6584004959702418,0.6553895987043369,0.30229493795981116,0.7792716749065477
1149,4.72,4.48,4.13,4.59,4.24,4.0,4.47,4.0,4.35,54.8,0,1,1.0,0,1,51.6,1.8,29.1,25.7,0,0.0,0,0,0.6553077968490462,0.6529160739687055,0.6976624490671242,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.20313153648479054
1150,7.93,7.25,7.81,7.13,7.84,7.45,7.34,7.42,7.39,62.7,1,0,0.0,1,0,68.85926127341149,2.2,23.8,30.4,0,0.0,0,0,0.6553077968490462,0.6616339540345579,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.30229493795981116,0.7792716749065477
1151,8.72,8.22,8.77,8.34,8.54,8.2,8.93,9.06,8.53,89.4,1,2,2.0,1,0,72.3,2.3,51.6,53.2,1,18.73,0,1,0.6553077968490462,0.6616339540345579,0.6976624490671242,0.651540003644979,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936575
1152,4.27,4.6,4.03,4.13,4.33,4.04,4.01,4.35,4.19,56.2,1,1,0.0,0,1,51.1,2.2,29.5,30.0,0,0.0,0,0,0.6583148043673049,0.6597051597051597,0.3018718274111675,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.20313153648479054
1153,6.39,5.99,6.27,5.47,5.96,6.58,6.14,6.26,6.08,70.2,0,1,1.0,2,0,68.6,3.0,64.9,55.8,1,5.62,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6487879142756763,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.20313153648479054
1154,7.76,7.38,7.04,7.7,7.51,7.62,7.84,7.28,7.7,78.5,1,2,1.0,2,0,56.1,2.6,59.7,55.40852962724507,1,8.18,0,1,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.30229493795981116,0.7792716749065477
1155,8.0,7.18,7.68,8.38,7.9,7.55,7.55,8.04,7.77,83.1,1,2,2.0,2,1,60.4,2.2,53.5,50.1,0,8.8,0,1,0.6553077968490462,0.661128903122498,0.3018718274111675,0.6563886424134872,0.6584004959702418,0.6553895987043369,0.30229493795981116,0.7792716749065477
1156,7.06,6.73,7.26,7.37,7.44,7.21,7.13,7.29,7.14,76.0,1,3,1.0,2,0,67.7,3.2,49.5,60.5,0,12.54,0,1,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
1157,9.02,9.01,9.64,9.09,9.53,8.88,9.72,9.57,9.26,89.7,3,3,4.0,2,2,84.8,3.4,82.1,55.40852962724507,1,18.49,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6592842673869007,0.30229493795981116,0.9910676817936575
1158,6.95,6.86,7.07,6.76,6.56,6.16,6.45,6.92,6.62,60.3,1,1,0.0,0,0,47.9,2.4,33.9,24.4,0,8.47,0,1,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
1159,6.2,6.05,5.86,5.66,5.9,6.02,5.38,5.75,5.72,51.5,1,1,1.0,1,0,39.6,1.9,27.0,33.5,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.651540003644979,0.6563831350080799,0.6553895987043369,0.30229493795981116,0.20313153648479054
1160,5.17,5.39,5.06,5.2,5.26,5.55,5.68,5.89,5.37,91.2,2,4,3.0,3,1,85.9,4.8,83.7,63.2,0,3.81,0,1,0.6583148043673049,0.6529160739687055,0.9081480429068693,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.20313153648479054
1161,6.28,6.35,5.71,6.03,6.21,6.45,5.85,5.35,6.06,71.2,1,1,1.0,0,0,49.4,2.0,30.3,55.40852962724507,0,0.0,0,0,0.6583148043673049,0.6616339540345579,0.3018718274111675,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.30229493795981116,0.20313153648479054
1162,9.18,9.25,9.3,9.49,9.39,8.9,8.84,9.44,9.15,90.5,1,1,2.0,1,2,62.9,4.2,79.8,70.8,0,18.16,0,1,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936575
